,image_path,class_label
0,images/train/0.jpeg,saree
1,images/train/1.jpeg,saree
2,images/train/2.jpeg,saree
3,images/train/3.jpeg,saree
4,images/train/4.jpeg,saree
5,images/train/5.jpeg,saree
6,images/train/6.jpeg,saree
7,images/train/7.jpeg,saree
8,images/train/8.jpeg,saree
9,images/train/9.jpeg,saree
10,images/train/10.jpeg,saree
11,images/train/11.jpeg,saree
12,images/train/12.jpeg,saree
13,images/train/13.jpeg,saree
14,images/train/14.jpeg,saree
15,images/train/15.jpeg,saree
16,images/train/16.jpeg,saree
17,images/train/17.jpeg,saree
18,images/train/18.jpeg,saree
19,images/train/19.jpeg,saree
20,images/train/20.jpeg,saree
21,images/train/21.jpeg,saree
22,images/train/22.jpeg,saree
23,images/train/23.jpeg,saree
24,images/train/24.jpeg,saree
25,images/train/25.jpeg,saree
26,images/train/26.jpeg,saree
27,images/train/27.jpeg,saree
28,images/train/28.jpeg,saree
29,images/train/29.jpeg,saree
30,images/train/30.jpeg,saree
31,images/train/31.jpeg,saree
32,images/train/32.jpeg,saree
33,images/train/33.jpeg,saree
34,images/train/34.jpeg,saree
35,images/train/35.jpeg,saree
36,images/train/36.jpeg,saree
37,images/train/37.jpeg,saree
38,images/train/38.jpeg,saree
39,images/train/39.jpeg,saree
40,images/train/40.jpeg,saree
41,images/train/41.jpeg,saree
42,images/train/42.jpeg,saree
43,images/train/43.jpeg,saree
44,images/train/44.jpeg,saree
45,images/train/45.jpeg,saree
46,images/train/46.jpeg,saree
47,images/train/47.jpeg,saree
48,images/train/48.jpeg,saree
49,images/train/49.jpeg,saree
50,images/train/50.jpeg,saree
51,images/train/51.jpeg,saree
52,images/train/52.jpeg,saree
53,images/train/53.jpeg,saree
54,images/train/54.jpeg,saree
55,images/train/55.jpeg,saree
56,images/train/56.jpeg,saree
57,images/train/57.jpeg,saree
58,images/train/58.jpeg,saree
59,images/train/59.jpeg,saree
60,images/train/60.jpeg,saree
61,images/train/61.jpeg,saree
62,images/train/62.jpeg,saree
63,images/train/63.jpeg,saree
64,images/train/64.jpeg,saree
65,images/train/65.jpeg,saree
66,images/train/66.jpeg,saree
67,images/train/67.jpeg,saree
68,images/train/68.jpeg,saree
69,images/train/69.jpeg,saree
70,images/train/70.jpeg,saree
71,images/train/71.jpeg,saree
72,images/train/72.jpeg,saree
73,images/train/73.jpeg,saree
74,images/train/74.jpeg,saree
75,images/train/75.jpeg,saree
76,images/train/76.jpeg,saree
77,images/train/77.jpeg,saree
78,images/train/78.jpeg,saree
79,images/train/79.jpeg,saree
80,images/train/80.jpeg,saree
81,images/train/81.jpeg,saree
82,images/train/82.jpeg,saree
83,images/train/83.jpeg,saree
84,images/train/84.jpeg,saree
85,images/train/85.jpeg,saree
86,images/train/86.jpeg,saree
87,images/train/87.jpeg,saree
88,images/train/88.jpeg,saree
89,images/train/89.jpeg,saree
90,images/train/90.jpeg,saree
91,images/train/91.jpeg,saree
92,images/train/92.jpeg,saree
93,images/train/93.jpeg,saree
94,images/train/94.jpeg,saree
95,images/train/95.jpeg,saree
96,images/train/96.jpeg,saree
97,images/train/97.jpeg,saree
98,images/train/98.jpeg,saree
99,images/train/99.jpeg,saree
100,images/train/100.jpeg,saree
101,images/train/101.jpeg,saree
102,images/train/102.jpeg,saree
103,images/train/103.jpeg,saree
104,images/train/104.jpeg,saree
105,images/train/105.jpeg,saree
106,images/train/106.jpeg,saree
107,images/train/107.jpeg,saree
108,images/train/108.jpeg,saree
109,images/train/109.jpeg,saree
110,images/train/110.jpeg,saree
111,images/train/111.jpeg,saree
112,images/train/112.jpeg,saree
113,images/train/113.jpeg,saree
114,images/train/114.jpeg,saree
115,images/train/115.jpeg,saree
116,images/train/116.jpeg,saree
117,images/train/117.jpeg,saree
118,images/train/118.jpeg,saree
119,images/train/119.jpeg,saree
120,images/train/120.jpeg,saree
121,images/train/121.jpeg,saree
122,images/train/122.jpeg,saree
123,images/train/123.jpeg,saree
124,images/train/124.jpeg,saree
125,images/train/125.jpeg,saree
126,images/train/126.jpeg,saree
127,images/train/127.jpeg,saree
128,images/train/128.jpeg,saree
129,images/train/129.jpeg,saree
130,images/train/130.jpeg,saree
131,images/train/131.jpeg,saree
132,images/train/132.jpeg,saree
133,images/train/133.jpeg,saree
134,images/train/134.jpeg,saree
135,images/train/135.jpeg,saree
136,images/train/136.jpeg,saree
137,images/train/137.jpeg,saree
138,images/train/138.jpeg,saree
139,images/train/139.jpeg,saree
140,images/train/140.jpeg,saree
141,images/train/141.jpeg,saree
142,images/train/142.jpeg,saree
143,images/train/143.jpeg,saree
144,images/train/144.jpeg,saree
145,images/train/145.jpeg,saree
146,images/train/146.jpeg,saree
147,images/train/147.jpeg,saree
148,images/train/148.jpeg,saree
149,images/train/149.jpeg,saree
150,images/train/150.jpeg,saree
151,images/train/151.jpeg,saree
152,images/train/152.jpeg,saree
153,images/train/153.jpeg,saree
154,images/train/154.jpeg,saree
155,images/train/155.jpeg,saree
156,images/train/156.jpeg,saree
157,images/train/157.jpeg,saree
158,images/train/158.jpeg,saree
159,images/train/159.jpeg,saree
160,images/train/160.jpeg,saree
161,images/train/161.jpeg,saree
162,images/train/162.jpeg,saree
163,images/train/163.jpeg,saree
164,images/train/164.jpeg,saree
165,images/train/165.jpeg,saree
166,images/train/166.jpeg,saree
167,images/train/167.jpeg,saree
168,images/train/168.jpeg,saree
169,images/train/169.jpeg,saree
170,images/train/170.jpeg,saree
171,images/train/171.jpeg,saree
172,images/train/172.jpeg,saree
173,images/train/173.jpeg,saree
174,images/train/174.jpeg,saree
175,images/train/175.jpeg,saree
176,images/train/176.jpeg,saree
177,images/train/177.jpeg,saree
178,images/train/178.jpeg,saree
179,images/train/179.jpeg,saree
180,images/train/180.jpeg,saree
181,images/train/181.jpeg,saree
182,images/train/182.jpeg,saree
183,images/train/183.jpeg,saree
184,images/train/184.jpeg,saree
185,images/train/185.jpeg,saree
186,images/train/186.jpeg,saree
187,images/train/187.jpeg,saree
188,images/train/188.jpeg,saree
189,images/train/189.jpeg,saree
190,images/train/190.jpeg,saree
191,images/train/191.jpeg,saree
192,images/train/192.jpeg,saree
193,images/train/193.jpeg,saree
194,images/train/194.jpeg,saree
195,images/train/195.jpeg,saree
196,images/train/196.jpeg,saree
197,images/train/197.jpeg,saree
198,images/train/198.jpeg,saree
199,images/train/199.jpeg,saree
200,images/train/200.jpeg,saree
201,images/train/201.jpeg,saree
202,images/train/202.jpeg,saree
203,images/train/203.jpeg,saree
204,images/train/204.jpeg,saree
205,images/train/205.jpeg,saree
206,images/train/206.jpeg,saree
207,images/train/207.jpeg,saree
208,images/train/208.jpeg,saree
209,images/train/209.jpeg,saree
210,images/train/210.jpeg,saree
211,images/train/211.jpeg,saree
212,images/train/212.jpeg,saree
213,images/train/213.jpeg,saree
214,images/train/214.jpeg,saree
215,images/train/215.jpeg,saree
216,images/train/216.jpeg,saree
217,images/train/217.jpeg,saree
218,images/train/218.jpeg,saree
219,images/train/219.jpeg,saree
220,images/train/220.jpeg,saree
221,images/train/221.jpeg,saree
222,images/train/222.jpeg,saree
223,images/train/223.jpeg,saree
224,images/train/224.jpeg,saree
225,images/train/225.jpeg,saree
226,images/train/226.jpeg,saree
227,images/train/227.jpeg,saree
228,images/train/228.jpeg,saree
229,images/train/229.jpeg,saree
230,images/train/230.jpeg,saree
231,images/train/231.jpeg,saree
232,images/train/232.jpeg,saree
233,images/train/233.jpeg,saree
234,images/train/234.jpeg,saree
235,images/train/235.jpeg,saree
236,images/train/236.jpeg,saree
237,images/train/237.jpeg,saree
238,images/train/238.jpeg,saree
239,images/train/239.jpeg,saree
240,images/train/240.jpeg,saree
241,images/train/241.jpeg,saree
242,images/train/242.jpeg,saree
243,images/train/243.jpeg,saree
244,images/train/244.jpeg,saree
245,images/train/245.jpeg,saree
246,images/train/246.jpeg,saree
247,images/train/247.jpeg,saree
248,images/train/248.jpeg,saree
249,images/train/249.jpeg,saree
250,images/train/250.jpeg,saree
251,images/train/251.jpeg,saree
252,images/train/252.jpeg,saree
253,images/train/253.jpeg,saree
254,images/train/254.jpeg,saree
255,images/train/255.jpeg,saree
256,images/train/256.jpeg,saree
257,images/train/257.jpeg,saree
258,images/train/258.jpeg,saree
259,images/train/259.jpeg,saree
260,images/train/260.jpeg,saree
261,images/train/261.jpeg,saree
262,images/train/262.jpeg,saree
263,images/train/263.jpeg,saree
264,images/train/264.jpeg,saree
265,images/train/265.jpeg,saree
266,images/train/266.jpeg,saree
267,images/train/267.jpeg,saree
268,images/train/268.jpeg,saree
269,images/train/269.jpeg,saree
270,images/train/270.jpeg,saree
271,images/train/271.jpeg,saree
272,images/train/272.jpeg,saree
273,images/train/273.jpeg,saree
274,images/train/274.jpeg,saree
275,images/train/275.jpeg,saree
276,images/train/276.jpeg,saree
277,images/train/277.jpeg,saree
278,images/train/278.jpeg,saree
279,images/train/279.jpeg,saree
280,images/train/280.jpeg,saree
281,images/train/281.jpeg,saree
282,images/train/282.jpeg,saree
283,images/train/283.jpeg,saree
284,images/train/284.jpeg,saree
285,images/train/285.jpeg,saree
286,images/train/286.jpeg,saree
287,images/train/287.jpeg,saree
288,images/train/288.jpeg,saree
289,images/train/289.jpeg,saree
290,images/train/290.jpeg,saree
291,images/train/291.jpeg,saree
292,images/train/292.jpeg,saree
293,images/train/293.jpeg,saree
294,images/train/294.jpeg,saree
295,images/train/295.jpeg,saree
296,images/train/296.jpeg,saree
297,images/train/297.jpeg,saree
298,images/train/298.jpeg,saree
299,images/train/299.jpeg,saree
300,images/train/300.jpeg,saree
301,images/train/301.jpeg,saree
302,images/train/302.jpeg,saree
303,images/train/303.jpeg,saree
304,images/train/304.jpeg,saree
305,images/train/305.jpeg,saree
306,images/train/306.jpeg,saree
307,images/train/307.jpeg,saree
308,images/train/308.jpeg,saree
309,images/train/309.jpeg,saree
310,images/train/310.jpeg,saree
311,images/train/311.jpeg,saree
312,images/train/312.jpeg,saree
313,images/train/313.jpeg,saree
314,images/train/314.jpeg,saree
315,images/train/315.jpeg,saree
316,images/train/316.jpeg,saree
317,images/train/317.jpeg,saree
318,images/train/318.jpeg,saree
319,images/train/319.jpeg,saree
320,images/train/320.jpeg,saree
321,images/train/321.jpeg,saree
322,images/train/322.jpeg,saree
323,images/train/323.jpeg,saree
324,images/train/324.jpeg,saree
325,images/train/325.jpeg,saree
326,images/train/326.jpeg,saree
327,images/train/327.jpeg,saree
328,images/train/328.jpeg,saree
329,images/train/329.jpeg,saree
330,images/train/330.jpeg,saree
331,images/train/331.jpeg,saree
332,images/train/332.jpeg,saree
333,images/train/333.jpeg,saree
334,images/train/334.jpeg,saree
335,images/train/335.jpeg,saree
336,images/train/336.jpeg,saree
337,images/train/337.jpeg,saree
338,images/train/338.jpeg,saree
339,images/train/339.jpeg,saree
340,images/train/340.jpeg,saree
341,images/train/341.jpeg,saree
342,images/train/342.jpeg,saree
343,images/train/343.jpeg,saree
344,images/train/344.jpeg,saree
345,images/train/345.jpeg,saree
346,images/train/346.jpeg,saree
347,images/train/347.jpeg,saree
348,images/train/348.jpeg,saree
349,images/train/349.jpeg,saree
350,images/train/350.jpeg,saree
351,images/train/351.jpeg,saree
352,images/train/352.jpeg,saree
353,images/train/353.jpeg,saree
354,images/train/354.jpeg,saree
355,images/train/355.jpeg,saree
356,images/train/356.jpeg,saree
357,images/train/357.jpeg,saree
358,images/train/358.jpeg,saree
359,images/train/359.jpeg,saree
360,images/train/360.jpeg,saree
361,images/train/361.jpeg,saree
362,images/train/362.jpeg,saree
363,images/train/363.jpeg,saree
364,images/train/364.jpeg,saree
365,images/train/365.jpeg,saree
366,images/train/366.jpeg,saree
367,images/train/367.jpeg,saree
368,images/train/368.jpeg,saree
369,images/train/369.jpeg,saree
370,images/train/370.jpeg,saree
371,images/train/371.jpeg,saree
372,images/train/372.jpeg,saree
373,images/train/373.jpeg,saree
374,images/train/374.jpeg,saree
375,images/train/375.jpeg,saree
376,images/train/376.jpeg,saree
377,images/train/377.jpeg,saree
378,images/train/378.jpeg,saree
379,images/train/379.jpeg,saree
380,images/train/380.jpeg,saree
381,images/train/381.jpeg,saree
382,images/train/382.jpeg,saree
383,images/train/383.jpeg,saree
384,images/train/384.jpeg,saree
385,images/train/385.jpeg,saree
386,images/train/386.jpeg,saree
387,images/train/387.jpeg,saree
388,images/train/388.jpeg,saree
389,images/train/389.jpeg,saree
390,images/train/390.jpeg,saree
391,images/train/391.jpeg,saree
392,images/train/392.jpeg,saree
393,images/train/393.jpeg,saree
394,images/train/394.jpeg,saree
395,images/train/395.jpeg,saree
